comparison,mode,source_file,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,answer_word_count,citation_sequence,cited_answer_sentences
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,original_2023_2024,16,20,16-20,20,Travelpro,1,2,1.0,1.0,1,1.0,1,capacity_volume;comparison_ready_evidence;dimensions;durability_protection;electronics_convenience;lock_security;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;trip_length;warranty_trial_return;weight,13,0.6842105263157895,0.054418437096928646,0.039473684210526314,0.5203135119807892,369,Travelpro > Delsey > BEIS > BEIS > Monos > Monos > INUSA > INUSA > Travelpro > Delsey > BEIS > Monos > INUSA,"[Travelpro]
Delsey is also very easy to compare because it provides exact weight, dimensions, volume, material, trip-length guidance, outfit-count guidance, carry-on fit language, airline-size caveats, TSA-lock wording, USB and organization details, warranty details, exclusions, and quality-testing language. [Travelpro] [Delsey] [BEIS]
The pages that feel less complete or harder to compare are Monos and INUSA, mainly because Monos lacks several concrete specs in the provided text and INUSA lacks capacity plus several buyer-protection and organization details."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,original_2023_2024,16,20,16-20,20,Delsey,1,2,2.0,0.5,2,0.8,0,capacity_volume;comparison_ready_evidence;dimensions;durability_protection;expansion;lock_security;material_shell;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,13,0.6842105263157895,0.07429731668305105,0.0821917808219178,0.43069700238972247,369,Travelpro > Delsey > BEIS > BEIS > Monos > Monos > INUSA > INUSA > Travelpro > Delsey > BEIS > Monos > INUSA,"[Delsey]
BEIS is clear on the major shopper specs because it provides dimensions, material, capacity, weight, hard-shell construction, TSA lock, 360° wheels, expansion, compression, organization, a weight indicator, review volume, and a limited lifetime luggage warranty. [Travelpro] [Delsey] [BEIS]
The pages that feel less complete or harder to compare are Monos and INUSA, mainly because Monos lacks several concrete specs in the provided text and INUSA lacks capacity plus several buyer-protection and organization details."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,original_2023_2024,16,20,16-20,20,INUSA,1,3,7.0,0.14285714285714285,5,0.2,0,capacity_volume;comparison_ready_evidence;dimensions;packing_organization;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.04656395503175836,0.09259259259259259,0.36493100320351124,369,Travelpro > Delsey > BEIS > BEIS > Monos > Monos > INUSA > INUSA > Travelpro > Delsey > BEIS > Monos > INUSA,"[INUSA]
INUSA feels less complete for comparison because it does not provide capacity, warranty or return-policy details, detailed interior organization beyond lining and tie-down straps, or an overall-height dimension directly in the table. [INUSA]
The easiest pages for direct pre-purchase comparison are Travelpro first, Delsey second, and BEIS third. [Monos] [INUSA]"
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,6,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,171,BEIS > BEIS > Delsey > Delsey,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,6,BEIS,1,2,1.0,1.0,1,1.0,1,dimensions;handle;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight;wheels_mobility,7,0.3684210526315789,0.0761796300530948,0.1956521739130435,0.484934629290558,171,BEIS > BEIS > Delsey > Delsey,"[BEIS] The main travel-size limitation is that its exterior dimensions are 22.8"" H x 15.7"" W x 9.8"" D including wheels and handle, and the product page recommends adhering to airline guidelines and checking airline weight-limit restrictions. [BEIS] A second good option is the Delsey Chatelet Air 2.0 Carry-On Plus if the 3-5 day trip fit is the top priority, since Delsey says the Carry-On Plus is ideal for 3-5 day trips, fits 5-7 outfits, and is a larger carry-on that fits overhead on most US airlines."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,6,Travelpro,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,171,BEIS > BEIS > Delsey > Delsey,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,6,Delsey,1,2,3.0,0.3333333333333333,2,0.8,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.12923819291197142,0.30434782608695654,0.3258857774077185,171,BEIS > BEIS > Delsey > Delsey,"[Delsey] For Delsey, keep in mind that size restrictions vary by airline and the page says to contact the airline for more information. [Delsey]"
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,6,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,171,BEIS > BEIS > Delsey > Delsey,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,7,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,160,Travelpro > Travelpro > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,160,Travelpro > Travelpro > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,7,Travelpro,1,3,1.0,1.0,1,1.0,1,handle;overhead_bin_or_airline_fit;warranty_trial_return;wheels_mobility,4,0.21052631578947367,0.17977662700247032,0.38636363636363635,0.5860151340129344,160,Travelpro > Travelpro > Travelpro,"[Travelpro] It also has strong airport-handling features through the PrecisionGlide system, eight MagnaTrac self-aligning spinner wheels, and a four-stop PowerScope Lite handle with Contour Grip. [Travelpro] Its reassurance is especially strong because the page lists a limited warranty covering defects in wheels, zippers, extension handles, and carrying handles, a Trusted Companion Promise that can cover shipping for warranty repair or replacement and airline/common-carrier damage repair for the first 5 years if registered, plus a 100-day full-refund trial with return shipping paid. [Travelpro]"
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,160,Travelpro > Travelpro > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,7,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,160,Travelpro > Travelpro > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,8,Monos,1,1,5.0,0.2,4,0.4,0,,0,0.0,0.029039968107856546,0.0,0.12914132695490466,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,[Monos] [Delsey]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,8,BEIS,1,1,4.0,0.25,3,0.6,0,durability_protection;lock_security;warranty_trial_return,3,0.15789473684210525,0.015747263377568117,0.05,0.17556173337726802,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,"[Travelpro] [BEIS] You may also give up the stronger warranty/return reassurance shown by Monos, which lists a limited lifetime warranty and 100-day trial, and Delsey’s more detailed protection package with patented SECURITECH zipper and shock-absorbing corner protectors."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,8,Travelpro,1,1,3.0,0.3333333333333333,2,0.8,0,durability_protection;lock_security;warranty_trial_return,3,0.15789473684210525,0.05562827242023404,0.1,0.20770460185246786,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,"[Travelpro] [BEIS] You may also give up the stronger warranty/return reassurance shown by Monos, which lists a limited lifetime warranty and 100-day trial, and Delsey’s more detailed protection package with patented SECURITECH zipper and shock-absorbing corner protectors."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,8,Delsey,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.041692950578616925,0.0,0.12500525678239005,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,[Monos] [Delsey]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,8,INUSA,1,2,1.0,1.0,1,1.0,1,cleaning_care;dimensions;durability_protection;electronics_convenience;expansion;lock_security;packing_organization;price_value;warranty_trial_return;wheels_mobility,10,0.5263157894736842,0.16174636751530833,0.25263157894736843,0.5421738349065706,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,"[INUSA] It also meets the requested core features with four multi-directional silent 360° spinner wheels, a built-in 3-digit TSA-approved combination lock, a Travel Sentry Approved lock, full 210D polyester lining, and tie-down straps. [INUSA] What you might give up is the richer feature set shown on higher-priced pages: Travelpro lists 2-inch expansion, USB A & C ports, an external battery pocket, aluminum corner guards, a water-resistant pocket, and a 100-day trial, while BÉIS lists 2-inch expandable space and multiple separate pouches for dirty clothes, shoes, undergarments, damp clothing, and valuables."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,9,Monos,1,1,3.0,0.3333333333333333,3,0.6,0,cleaning_care;durability_protection;lock_security;material_shell;price_value,5,0.2631578947368421,0.03302128575024928,0.05,0.21673583609741828,210,Travelpro > Delsey > Monos > INUSA > BEIS,"[Monos] INUSA is the budget protection pick because it lists PC/ABS hard-flex construction with maximum strength and durability, a water/scratch-resistant micro-diamond finish, an impact-resistant design, self-repairable oversized zippers, and a Travel Sentry Approved lock."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,9,BEIS,1,1,5.0,0.2,5,0.2,0,,0,0.0,0.0,0.0,0.12333333333333334,210,Travelpro > Delsey > Monos > INUSA > BEIS,[BEIS]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,9,Travelpro,1,1,1.0,1.0,1,1.0,1,durability_protection;lock_security;material_shell,3,0.15789473684210525,0.046995927660223605,0.06976744186046512,0.33477658251286885,210,Travelpro > Delsey > Monos > INUSA > BEIS,"[Travelpro] Delsey stands out for zipper security and reinforced corners because its patented SECURITECH zipper is described as 3 times more resistant than a standard zipper, and it also has shock-absorbing corner protectors, an integrated TSA-accepted lock, and a 100% polycarbonate shell."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,9,Delsey,1,1,2.0,0.5,2,0.8,0,lock_security;material_shell;sustainability,3,0.15789473684210525,0.05375643875470418,0.06896551724137931,0.2360083960389021,210,Travelpro > Delsey > Monos > INUSA > BEIS,"[Delsey] Monos stands out for premium shell and zipper materials because it lists an unbreakable polycarbonate shell, aerospace-grade polycarbonate, an integrated TSA-approved lock, and reverse-coil YKK zippers."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,9,INUSA,1,1,4.0,0.25,4,0.4,0,cleaning_care;comparison_ready_evidence;durability_protection;lock_security;material_shell;tradeoff_or_limitation;weight,7,0.3684210526315789,0.07147687253265382,0.06818181818181818,0.23154019109345259,210,Travelpro > Delsey > Monos > INUSA > BEIS,"[INUSA] BÉIS has useful basic protection features, including a durable hard-sided polycarbonate body, TSA-approved lock, stain resistance, and a weight indicator, but the provided text does not list reinforced corners, special zipper construction, or impact-flex shell details like Travelpro, Delsey, Monos, or INUSA."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,10,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,10,Travelpro,1,4,1.0,1.0,1,1.0,1,cleaning_care;durability_protection;electronics_convenience;handle;packing_organization;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.17397302194415945,0.3274336283185841,0.6075938591629352,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,"[Travelpro] It also has a water-resistant pocket for damp items or toiletries, multiple accessory pockets, two zippered divider panels, and a clamshell design that keeps contents separated and secured. [Travelpro] For smooth mobility, it uses the PrecisionGlide system with eight MagnaTrac self-aligning spinner wheels and a four-stop PowerScope Lite handle with Contour Grip. [Travelpro] Delsey is a useful secondary option if you want a USB port and organized packing with dual compartments, compression cross straps, a zippered divider, mesh zippered pockets, and included laundry and shoe bags, but Travelpro is stronger for tech access because its page specifically mentions USB A & C fast-charge ports and an external-access battery pocket. [Delsey] [Travelpro]"
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,10,Delsey,1,1,4.0,0.25,2,0.8,0,,0,0.0,0.041692950578616925,0.0,0.1416719234490567,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,[Delsey] [Travelpro]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,original_2023_2024,6,10,6-10,10,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,1,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Delsey > BEIS,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,1,BEIS,1,1,4.0,0.25,3,0.6,0,,0,0.0,0.0,0.0,0.13333333333333333,158,Travelpro > Travelpro > Delsey > BEIS,[BEIS]
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,1,Travelpro,1,2,1.0,1.0,1,1.0,1,capacity_volume;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length,5,0.2631578947368421,0.1374622992929952,0.28125,0.48897820547263415,158,Travelpro > Travelpro > Delsey > BEIS,"[Travelpro] It is also sizer-bin tested for overhead bins on most major domestic airlines, though the page warns that the fully expanded carry-on may not meet airline restrictions. [Travelpro] Delsey is also a strong 3-5 day option because its page explicitly lists a 3-5 day trip length and 44 L capacity, and describes it as a good fit for overpackers who want extra room."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,1,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,capacity_volume;dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,5,0.2631578947368421,0.01727035057376372,0.029411764705882353,0.21049741376800352,158,Travelpro > Travelpro > Delsey > BEIS,"[Delsey] If you want the largest listed capacity, BEIS offers 49-61 L and expands by two inches, but its page tells shoppers to check airline weight-limit restrictions, so it may require more caution."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Delsey > BEIS,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,2,Monos,1,1,4.0,0.25,3,0.6,0,,0,0.0,0.06461418576726963,0.0,0.14625617048678727,121,Travelpro > Travelpro > Delsey > Monos,[Monos]
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,2,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,121,Travelpro > Travelpro > Delsey > Monos,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,2,Travelpro,1,2,1.0,1.0,1,1.0,1,cleaning_care;durability_protection;lock_security,3,0.15789473684210525,0.1076451855685842,0.20408163265306123,0.45038689604676374,121,Travelpro > Travelpro > Delsey > Monos,"[Travelpro] It also has a built-in TSA-approved lock and a textured finish that helps reduce visible scuffs or scratching. [Travelpro] Delsey is a close alternative for security because its patented SECURITECH zip is described as ultra-secure and resistant to intrusion, with corner protection and a TSA-accepted lock."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,durability_protection;lock_security;material_shell;sustainability,4,0.21052631578947367,0.032838568881584304,0.0,0.1986729769342116,121,Travelpro > Travelpro > Delsey > Monos,"[Delsey] Monos also makes a strong protection case with an unbreakable aerospace-grade polycarbonate shell, TSA-approved lock, reverse coil YKK zippers, and all-premium materials."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,2,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,121,Travelpro > Travelpro > Delsey > Monos,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,3,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,119,Travelpro > BEIS > Delsey,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,3,BEIS,1,1,2.0,0.5,2,0.8,0,wheels_mobility,1,0.05263157894736842,0.02491637258600854,0.0,0.19884292364000875,119,Travelpro > BEIS > Delsey,"[BEIS] Delsey is another good mobility pick because its dual-density wheels and soft-touch handles are described as offering precise, effortless handling through airports and city streets."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,3,Travelpro,1,1,1.0,1.0,1,1.0,1,handle;wheels_mobility,2,0.10526315789473684,0.03265413947263295,0.06451612903225806,0.320594212161646,119,Travelpro > BEIS > Delsey,"[Travelpro] BEIS also looks very easy to handle because it has Hinomoto 360-degree wheels, a cushioned silicone trolley grip, and the page says it will glide through airports, streets, and hallways."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,3,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0,tradeoff_or_limitation,1,0.05263157894736842,0.015343900316280277,0.0,0.16359509585272974,119,Travelpro > BEIS > Delsey,[Delsey] The product texts do not provide enough real-world testing information to say which suitcase performs best on rough pavement or long outdoor walks.
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,3,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,119,Travelpro > BEIS > Delsey,
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,4,Monos,1,1,3.0,0.3333333333333333,3,0.6,0,packing_organization,1,0.05263157894736842,0.0162567371530245,0.0625,0.17315266322007858,121,BEIS > Travelpro > Monos,"[Monos] Based only on the provided product text, BEIS has the most specific list of organization features."
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,original_2023_2024,1,5,1-5,4,BEIS,1,1,1.0,1.0,1,1.0,1,cleaning_care;durability_protection;packing_organization,3,0.15789473684210525,0.028425765404137306,0.043478260869565216,0.3271191729130166,121,BEIS > Travelpro > Monos,"[BEIS] Travelpro is also organized well, with two zippered divider panels, multiple accessory pockets, and a water-resistant pocket for damp items or toiletries."
