comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,13,July,1,2,6.0,0.16666666666666666,6,0.0,0.2222222222222222,3,0.6,0,1,4,4.0,0.25,0.36363636363636365,3,0.6,3,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.04769122461917785,0.045454545454545456,0.26898800568938586,-0.14285714285714285,3,4,281,Away > Away > Away > BR > BR > July > July > Rimowa > Century,"[July] However, the provided July text does not give concrete sustainability-related material claims such as recycled content, recyclable packaging, or certified responsible sourcing. [July]

RIMOWA provides some durability evidence through a lifetime guarantee and polycarbonate construction, but the provided text does not include concrete sustainability or responsible-material claims.","July gives strong durability evidence through its lifetime warranty on manufacturing faults, aerospace-grade German polycarbonate shell, reinforced bumpers, YKK Japanese zippers, and lifetime guarantee on SilentMove wheels. However, the provided July text does not give concrete sustainability-related material claims such as recycled content, recyclable packaging, or certified responsible sourcing. For a shopper who cares about sustainability and durability, Away has the clearest sustainability evidence, while Briggs & Riley and July have strong durability evidence but much weaker sustainability evidence in the provided text."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,13,Rimowa,1,1,8.0,0.125,8,0.0,0.1111111111111111,4,0.4,0,1,1,7.0,0.14285714285714285,0.09090909090909091,4,0.4,4,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.02342640593625434,0.0,0.16565019346795262,-0.2,2,3,281,Away > Away > Away > BR > BR > July > July > Rimowa > Century,"[RIMOWA]

Hartmann mentions durable 100% polycarbonate and a limited 10-year global warranty, but the provided text does not include concrete sustainability or responsible-material claims.","RIMOWA provides some durability evidence through a lifetime guarantee and polycarbonate construction, but the provided text does not include concrete sustainability or responsible-material claims."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,14,Away,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,4,0.4,0,1,3,2.0,0.5,0.1875,2,0.8,2,0,dimensions;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.061863408817740634,0.06818181818181818,0.2129508316838033,1.0,7,0,319,BR > July > July > Century > Century > Away > Rimowa,"[Away]

RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away.","Briggs & Riley seems the most useful overall for travel-day convenience because it combines many practical extras: a PowerPocket for storing a battery pack and phone for charging on the go, a SmartLink strap for carrying another bag, a hide-away ID tag, a convenient exterior pocket for security-checkpoint essentials, a large front pocket for items like jackets and scarves, multiple grab handles, a TSA-approved lock, and 360-degree shock-absorbing spinner wheels. Away is convenient for simple travel organization and handling, with a double-buckle compression pad, three mesh pockets plus one hanging pocket, a water-resistant laundry bag, a TSA-approved combination lock, smooth-gliding wheels, an easy-grip top handle, an underside grab handle, and a luggage tag. RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,11,15,11-15,14,BR,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,3,1.0,1.0,0.1875,1,1.0,1,1,electronics_convenience;overhead_bin_or_airline_fit,2,0.10526315789473684,0.034454383479351494,0.046511627906976744,0.3182535857941975,1.0,5,0,319,BR > July > July > Century > Century > Away > Rimowa,"[Briggs & Riley]

July is especially useful if phone charging is a top priority, because it includes an ejectable battery with standard USB and USB-C docks and says the battery is approved for flying across major airlines and approved for any flight in the world.","Briggs & Riley seems the most useful overall for travel-day convenience because it combines many practical extras: a PowerPocket for storing a battery pack and phone for charging on the go, a SmartLink strap for carrying another bag, a hide-away ID tag, a convenient exterior pocket for security-checkpoint essentials, a large front pocket for items like jackets and scarves, multiple grab handles, a TSA-approved lock, and 360-degree shock-absorbing spinner wheels. RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away. Overall, Briggs & Riley is the most feature-rich convenience pick, while July is the best convenience pick for included charging."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,14,Century,1,2,4.0,0.25,4,0.4,0.2857142857142857,3,0.6,0,1,2,7.0,0.14285714285714285,0.125,4,0.4,4,0,cleaning_care;durability_protection;electronics_convenience;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;tradeoff_or_limitation;wheels_mobility,9,0.47368421052631576,0.07613632815607083,0.01694915254237288,0.3291731472845,0.42857142857142855,5,2,319,BR > July > July > Century > Century > Away > Rimowa,"[Hartmann] The main limitation is that the battery is not included. [Hartmann]

Away is convenient for simple travel organization and handling, with a double-buckle compression pad, three mesh pockets plus one hanging pocket, a water-resistant laundry bag, a TSA-approved combination lock, smooth-gliding wheels, an easy-grip top handle, an underside grab handle, and a luggage tag.","Hartmann offers useful convenience features too, including an integrated USB port for charging devices, a removable garment sleeve, zippered interior pockets, nylon tie-down straps, a recessed TSA lock, a soft-touch dual-stop pull handle, and double spinner wheels. RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,14,July,1,2,2.0,0.5,2,0.8,0.2857142857142857,2,0.8,0,1,6,3.0,0.3333333333333333,0.375,3,0.6,3,0,dimensions;electronics_convenience;handle;lock_security;material_shell;packing_organization;wheels_mobility,7,0.3684210526315789,0.17708618355715164,0.2463768115942029,0.4127246356435432,1.0,4,0,319,BR > July > July > Century > Century > Away > Rimowa,"[July] July also adds a hidden odour-proof laundry bag, a Y-Strap compression system, a 20-height multi-stop telescopic handle, an integrated TSA lock, and SilentMove 360-degree spinner wheels. [July]

Hartmann offers useful convenience features too, including an integrated USB port for charging devices, a removable garment sleeve, zippered interior pockets, nylon tie-down straps, a recessed TSA lock, a soft-touch dual-stop pull handle, and double spinner wheels.","July is especially useful if phone charging is a top priority, because it includes an ejectable battery with standard USB and USB-C docks and says the battery is approved for flying across major airlines and approved for any flight in the world. July also adds a hidden odour-proof laundry bag, a Y-Strap compression system, a 20-height multi-stop telescopic handle, an integrated TSA lock, and SilentMove 360-degree spinner wheels. RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away. Overall, Briggs & Riley is the most feature-rich convenience pick, while July is the best convenience pick for included charging."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,14,Rimowa,1,1,7.0,0.14285714285714285,7,0.0,0.14285714285714285,5,0.2,0,1,2,9.0,0.1111111111111111,0.125,5,0.2,5,0,electronics_convenience,1,0.05263157894736842,0.016870336906039292,0.0,0.12580514507544344,1.0,2,0,319,BR > July > July > Century > Century > Away > Rimowa,"[RIMOWA]

Overall, Briggs & Riley is the most feature-rich convenience pick, while July is the best convenience pick for included charging.","RIMOWA includes useful basics such as TSA-approved locks, a mesh divider, a small zipped interior pocket, the Multiwheel system, and a three-stage telescopic handle, but it has fewer travel-day extras in the provided text than Briggs & Riley, July, Hartmann, or Away."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,15,Away,1,2,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,2,3.0,0.3333333333333333,0.25,3,0.6,3,0,dimensions;electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,9,0.47368421052631576,0.05281967571376129,0.014925373134328358,0.34087291655149804,0.6363636363636364,9,2,313,BR > July > Away > BR > July > Away > Century > Century > Rimowa > Rimowa,"[Briggs & Riley] [July] [Away] Briggs & Riley is especially detailed about packing features, pockets, handles, locks, zippers, and repair coverage, but shoppers should double-check airline fit when the bag is expanded because the listed exterior depth changes from 9 inches to 11.5 inches. [Away]

Hartmann gives useful basic information, including overall and internal dimensions, weight, linear dimension, material, USB-port status, TSA-lock status, expansion, and warranty type.","Briggs & Riley, July, and Away provide the strongest information quality overall because their pages include detailed dimensions, capacity, weight, materials, core features, organization details, mobility features, and warranty or return information. Away is clear about size, capacity, fit language, materials, organization, returns, and warranty, but shoppers should double-check strict airline width limits because the listed exterior width is 14.4 inches."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,11,15,11-15,15,BR,1,2,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.25,1,1.0,1,1,capacity_volume;dimensions;electronics_convenience;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,9,0.47368421052631576,0.06982810310356535,0.07692307692307693,0.4869075909311045,0.4,7,3,313,BR > July > Away > BR > July > Away > Century > Century > Rimowa > Rimowa,"[Briggs & Riley] [July] [Away] Briggs & Riley is especially detailed about packing features, pockets, handles, locks, zippers, and repair coverage, but shoppers should double-check airline fit when the bag is expanded because the listed exterior depth changes from 9 inches to 11.5 inches. [Briggs & Riley] July is especially clear about battery, dimensions, capacity, weight, lining, shell, wheels, warranty, and returns, but shoppers should double-check airline width limits because the listed external width is 15 inches.","Briggs & Riley, July, and Away provide the strongest information quality overall because their pages include detailed dimensions, capacity, weight, materials, core features, organization details, mobility features, and warranty or return information. Briggs & Riley is especially detailed about packing features, pockets, handles, locks, zippers, and repair coverage, but shoppers should double-check airline fit when the bag is expanded because the listed exterior depth changes from 9 inches to 11.5 inches."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,15,Century,1,2,7.0,0.14285714285714285,7,0.0,0.2,4,0.4,0,1,1,7.0,0.14285714285714285,0.125,4,0.4,4,0,capacity_volume;cleaning_care;durability_protection;overhead_bin_or_airline_fit;sustainability;warranty_trial_return;weight,7,0.3684210526315789,0.04772354730297894,0.0,0.2784670152250068,1.0,5,0,313,BR > July > Away > BR > July > Away > Century > Century > Rimowa > Rimowa,"[Hartmann] Its page leaves more questions unanswered about cleanability, scratch or scuff resistance, sustainability, detailed warranty terms, and airline fit when expanded or overstuffed. [Hartmann]

RIMOWA gives clear size, weight, volume, materials, return window, shipping, and guarantee basics.","Hartmann gives useful basic information, including overall and internal dimensions, weight, linear dimension, material, USB-port status, TSA-lock status, expansion, and warranty type."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,15,July,1,2,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.25,2,0.8,2,0,capacity_volume;dimensions;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return,7,0.3684210526315789,0.038784724943352764,0.015151515151515152,0.3503805494543803,0.5384615384615384,10,3,313,BR > July > Away > BR > July > Away > Century > Century > Rimowa > Rimowa,"[Briggs & Riley] [July] [Away] Briggs & Riley is especially detailed about packing features, pockets, handles, locks, zippers, and repair coverage, but shoppers should double-check airline fit when the bag is expanded because the listed exterior depth changes from 9 inches to 11.5 inches. [July] Away is clear about size, capacity, fit language, materials, organization, returns, and warranty, but shoppers should double-check strict airline width limits because the listed exterior width is 14.4 inches.","Briggs & Riley, July, and Away provide the strongest information quality overall because their pages include detailed dimensions, capacity, weight, materials, core features, organization details, mobility features, and warranty or return information. July is especially clear about battery, dimensions, capacity, weight, lining, shell, wheels, warranty, and returns, but shoppers should double-check airline width limits because the listed external width is 15 inches."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_11.txt,one_product_geo_rewrite,BR,original_2023_2024,11,15,11-15,15,Rimowa,1,2,9.0,0.1111111111111111,9,0.0,0.2,5,0.2,0,1,1,8.0,0.125,0.125,5,0.2,5,0,cleaning_care;comparison_ready_evidence;dimensions;durability_protection;electronics_convenience;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,9,0.47368421052631576,0.03697613818795785,0.0,0.29102095863174365,0.2,3,2,313,BR > July > Away > BR > July > Away > Century > Century > Rimowa > Rimowa,"[RIMOWA] However, based only on the provided text, shoppers should double-check airline compatibility, whether the dimensions include wheels and handles, detailed warranty terms, exterior durability claims such as scratch or scuff resistance, and whether there are any quick-access or charging features. [RIMOWA]

Across all products, shoppers should double-check the exact airline carry-on rule they fly most often, whether dimensions include wheels and handles, expanded dimensions, return exclusions, warranty coverage details, and whether charging features include the battery or only the port.","RIMOWA gives clear size, weight, volume, materials, return window, shipping, and guarantee basics."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,16,Away,1,1,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,2,1.0,1.0,0.2,1,1.0,1,1,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.09065782993468804,0.13513513513513514,0.37436674853790963,1.0,7,0,320,Away > July > Rimowa > Century > Century > BR,"[Away] July is marketed as Carry On, says it is designed to hold the maximum amount allowed inside the cabin, has a German polycarbonate shell, SilentMove 360° spinner wheels, an integrated TSA lock, and 42 L of capacity.","The products that clearly meet the strict checklist are Away and July. Away is marketed as The Carry-On, says it fits overhead on most major airlines, has a durable lightweight 100% polycarbonate hard shell, premium 360° smooth-gliding wheels, a TSA-approved combination lock using a Travel Sentry lock, and 39.8 L of capacity."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,16,20,16-20,16,BR,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,10.0,0.1,0.1,5,0.2,5,0,,0,0.0,0.0627854017117994,1.0,0.2792237470090265,-1.0,0,2,320,Away > July > Rimowa > Century > Century > BR,[Briggs & Riley],Briggs & Riley should be treated as a caution choice for this specific checklist because it is not a hard-shell suitcase in the provided text.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,16,Century,1,2,4.0,0.25,4,0.4,0.3333333333333333,4,0.4,0,1,2,8.0,0.125,0.2,4,0.4,4,0,material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.10710300425808444,0.23529411764705882,0.31548664832323714,-0.1111111111111111,4,5,320,Away > July > Rimowa > Century > Century > BR,"[Hartmann] The page also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted by airlines. [Hartmann]

Briggs & Riley should be treated as a caution choice for this specific checklist because it is not a hard-shell suitcase in the provided text.","Hartmann is strong on most checklist items but is missing a stated capacity figure. Its page calls the product Century Deluxe Carry-On, describes it as a hardside carry-on with durable 100% polycarbonate, lists a recessed TSA lock, and says it has double spinner wheels, but the provided text does not state liter capacity."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,16,July,1,1,2.0,0.5,2,0.8,0.16666666666666666,2,0.8,0,1,3,2.0,0.5,0.3,2,0.8,2,0,tradeoff_or_limitation,1,0.05263157894736842,0.016868788087554036,0.037037037037037035,0.2027889622958734,1.0,2,0,320,Away > July > Rimowa > Century > Century > BR,"[July]

RIMOWA likely fits much of the checklist, but I would be cautious if you need the page to clearly say every checklist item in the same terms.","The products that clearly meet the strict checklist are Away and July. July is marketed as Carry On, says it is designed to hold the maximum amount allowed inside the cabin, has a German polycarbonate shell, SilentMove 360° spinner wheels, an integrated TSA lock, and 42 L of capacity."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,16,Rimowa,1,1,3.0,0.3333333333333333,3,0.6,0.16666666666666666,3,0.6,0,1,2,6.0,0.16666666666666666,0.2,3,0.6,3,0,capacity_volume;tradeoff_or_limitation,2,0.10526315789473684,0.023853607110867002,0.0,0.17582335300112079,0.2,3,2,320,Away > July > Rimowa > Century > Century > BR,"[RIMOWA]

Hartmann is strong on most checklist items but is missing a stated capacity figure.","RIMOWA likely fits much of the checklist, but I would be cautious if you need the page to clearly say every checklist item in the same terms. Its page lists the size as Cabin, gives polycarbonate outside material, TSA-approved locks, a Multiwheel system, and 10.1 gallons of volume, which is about 38.2 L, but it does not explicitly use the words carry-on or spinner wheels in the provided text."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,17,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,2,7.0,0.14285714285714285,0.16666666666666666,3,0.6,3,0,capacity_volume;expansion;packing_organization;price_value;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.025665066114281397,0.021739130434782608,0.23207809331438944,0.1111111111111111,5,4,229,Rimowa > July > Away > BR > Century,"[Away]

Briggs & Riley offers the biggest expandable capacity range at 37-48 L, but its 10 lb weight makes its capacity-to-weight tradeoff weaker than July or Away unless you strongly value its CX expansion-compression system, garment folder, flat packing surface, and lifetime repair guarantee.","Away is a close, very balanced alternative at 39.8 L and 7.5 lb, with a polycarbonate shell, TSA-approved combination lock, premium 360° wheels, interior compression, mesh pockets, a hanging pocket, and a laundry bag. Briggs & Riley offers the biggest expandable capacity range at 37-48 L, but its 10 lb weight makes its capacity-to-weight tradeoff weaker than July or Away unless you strongly value its CX expansion-compression system, garment folder, flat packing surface, and lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,16,20,16-20,17,BR,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,2,8.0,0.125,0.16666666666666666,4,0.4,4,0,capacity_volume;dimensions;tradeoff_or_limitation;weight,4,0.21052631578947367,0.03474716960077667,0.041666666666666664,0.1886380304113834,0.14285714285714285,4,3,229,Rimowa > July > Away > BR > Century,[Briggs & Riley] Hartmann cannot be fairly ranked for capacity-to-weight because the page gives weight and dimensions but does not provide a stated capacity.,"Briggs & Riley offers the biggest expandable capacity range at 37-48 L, but its 10 lb weight makes its capacity-to-weight tradeoff weaker than July or Away unless you strongly value its CX expansion-compression system, garment folder, flat packing surface, and lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,17,Century,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,12.0,0.08333333333333333,0.08333333333333333,5,0.2,5,0,,0,0.0,0.13370354989159383,0.0,0.1500740433116521,0.3333333333333333,2,1,229,Rimowa > July > Away > BR > Century,[Hartmann],Hartmann cannot be fairly ranked for capacity-to-weight because the page gives weight and dimensions but does not provide a stated capacity.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,17,July,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,5,3.0,0.3333333333333333,0.4166666666666667,2,0.8,2,0,capacity_volume;dimensions;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;weight;wheels_mobility,9,0.47368421052631576,0.08828907361825862,0.08108108108108109,0.3078901523244104,0.5,6,2,229,Rimowa > July > Away > BR > Century,"[July] Away is a close, very balanced alternative at 39.8 L and 7.5 lb, with a polycarbonate shell, TSA-approved combination lock, premium 360° wheels, interior compression, mesh pockets, a hanging pocket, and a laundry bag.","Among the products explicitly named Carry-On or Carry On, July looks like the best capacity-to-weight pick. It provides 42 L of capacity at 7.4 lb, plus an integrated TSA lock, SilentMove 360° spinner wheels, a German polycarbonate shell, a hidden laundry bag, and the July Y-Strap compression system. Briggs & Riley offers the biggest expandable capacity range at 37-48 L, but its 10 lb weight makes its capacity-to-weight tradeoff weaker than July or Away unless you strongly value its CX expansion-compression system, garment folder, flat packing surface, and lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,17,Rimowa,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.16666666666666666,1,1.0,1,1,capacity_volume;overhead_bin_or_airline_fit;weight,3,0.15789473684210525,0.028405353311214535,0.0,0.32059335136399725,0.5,3,1,229,Rimowa > July > Away > BR > Century,"[RIMOWA]

Among the products explicitly named Carry-On or Carry On, July looks like the best capacity-to-weight pick.","RIMOWA appears to offer the strongest stated capacity-to-weight tradeoff if you are comfortable treating the Cabin model as a carry-on option. The page lists 10.1 gallons of volume, about 38.2 L, and a very low 4.9 lb weight, while still including TSA-approved locks, the Multiwheel system, a zipped mesh divider, and a small zipped pocket for organization."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_16.txt,one_product_geo_rewrite,BR,original_2023_2024,16,20,16-20,18,Away,1,2,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,2,1.0,1.0,0.08,1,1.0,1,1,capacity_volume;expansion;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;tradeoff_or_limitation,7,0.3684210526315789,0.06422947053383717,0.1,0.46819677129974996,0.3333333333333333,2,1,419,Away > July > BR > Away > Century > BR > Rimowa > July > BR > Rimowa > July > Century > Century > Rimowa,"[Away]

For overpackers, July is the better hard-shell match because it offers 42 L of capacity, a Y-Strap compression system, a hidden laundry bag, and is described as designed to hold the maximum amount allowed inside the cabin. [Away] [Hartmann] [Briggs & Riley] [RIMOWA] July cannot be compared on price because the provided July text does not include a price.","The safest default choice for a first serious carry-on is Away. For budget shoppers, Away is the clearest choice among pages that state prices because it is listed at $275, while Hartmann is $370, Briggs & Riley is $699, and RIMOWA is $700."
