comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,answer_word_count,citation_sequence,cited_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_baseline,delta_top1_cited_share,delta_pais
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,11,Delsey,1,1,5.0,0.2,3,0.6,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.06745889794097215,0.04878048780487805,0.1862474492501542,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[Delsey]
BEIS has possible size limitations because it expands an extra two inches, the page tells shoppers to check airline guidelines and weight restrictions, and the provided text does not say it was sizer-bin tested or that it fits most airlines.",1.0,2.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.11552371042427019,0.1323529411764706,0.32278224466483335,baseline_11.txt,11-15,True,0.0,-1.0,-0.04999999999999999,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.04806481248329804,-0.08357245337159254,-0.13653479541467914,0.0,-1.0,0.0,0.0,-0.13653479541467914
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,12,Delsey,1,1,4.0,0.25,4,0.4,0,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.023314570255805748,0.06451612903225806,0.2003052456867016,178,Travelpro > BEIS > INUSA > Delsey > Monos,"[Delsey]
Monos describes an unbreakable polycarbonate shell and premium materials, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean care, or a protective finish.",1.0,1.0,0.2,4.0,0.4,0.0,6.0,0.3157894736842105,0.025846154625006494,0.02702702702702703,0.19571451304923076,baseline_11.txt,11-15,True,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.0025315843692007463,0.037489102005231034,0.00459073263747084,0.0,0.0,0.0,0.0,0.00459073263747084
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,13,Delsey,1,4,1.0,1.0,1,1.0,1,comparison_ready_evidence;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.05172109505863902,0.023809523809523808,0.5165472265305248,201,Delsey > Delsey > Monos > BEIS > Delsey > BEIS > Travelpro > INUSA > Delsey,"[Delsey]
However, the Delsey evidence is still incomplete because the provided text does not say which parts are recycled, the percentage of recycled content, or any certification. [Delsey]
Monos, BEIS, and Delsey mention vegan leather details or trim, which is a concrete responsible-material detail if the shopper cares about animal-free materials, but the provided text does not connect those details to environmental sustainability. [Monos] [BEIS] [Delsey]
BEIS emphasizes durability rather than sustainability by saying its body is 100% virgin polycarbonate and that virgin materials guarantee higher durability. [Delsey]",1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.21052631578947367,0.0593391012157148,0.04477611940298507,0.5106895013114855,baseline_11.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,-0.0076180061570757795,-0.020966595593461264,0.005857725219039267,0.0,1.0,0.0,0.0,0.005857725219039267
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,14,Delsey,1,2,3.0,0.3333333333333333,3,0.6,0,electronics_convenience;packing_organization;tradeoff_or_limitation;weight,4,0.21052631578947367,0.04238737169330251,0.02631578947368421,0.28786343925094127,259,Travelpro > BEIS > Delsey > Monos > INUSA > Monos > BEIS > Travelpro > Delsey > INUSA,"[Delsey]
Monos provides useful organization with a zipped panel, compression pad, ballistic nylon straps, and pockets, but the provided text does not mention charging, a bag strap, a weight indicator, or tracking-device storage. [Monos] [BEIS] [Travelpro] [Delsey] [INUSA]",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,4.0,0.21052631578947367,0.03167932239060004,0.029411764705882353,0.2028528923418971,baseline_11.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010708049302702471,-0.0030959752321981435,0.08501054690904417,0.0,1.0,0.0,0.0,0.08501054690904417
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,15,Delsey,1,2,2.0,0.5,2,0.8,0,capacity_volume;cleaning_care;comparison_ready_evidence;dimensions;expansion;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,11,0.5789473684210527,0.05643857047281518,0.019230769230769232,0.3966284698300556,277,Travelpro > Delsey > BEIS > INUSA > Monos > Travelpro > Delsey > BEIS > INUSA > Monos,"[Delsey]
BEIS provides useful specifications and feature detail, including exterior and interior dimensions, materials, care instructions, capacity, weight, expansion, weight indicator, bag strap, pouches, and warranty mention, but shoppers should double-check airline fit and the capacity wording because one part says 49-61 L while another says 49-61LBS. [Travelpro] [Delsey] [BEIS] [INUSA] [Monos]",1.0,3.0,0.3333333333333333,3.0,0.6,0.0,12.0,0.631578947368421,0.06903048317658154,0.07692307692307693,0.4683270143141287,baseline_11.txt,11-15,True,0.0,-1.0,0.16666666666666669,-1.0,0.20000000000000007,0.0,-1.0,-0.05263157894736836,-0.012591912703766361,-0.057692307692307696,-0.07169854448407309,0.0,-1.0,1.0,0.0,-0.07169854448407309
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,16,Delsey,1,1,1.0,1.0,1,1.0,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.11679026497523223,0.11428571428571428,0.386992138208079,267,Delsey > Travelpro > BEIS > BEIS > INUSA > INUSA > Monos,"[Delsey] Travelpro is marketed as a Carry-On Expandable Hardside Spinner, uses a 100% polycarbonate hard shell, has MagnaTrac self-aligning spinner wheels, includes a built-in TSA-approved lock, and lists 45 L of volume.",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,6.0,0.3157894736842105,0.091386135407285,0.08695652173913043,0.2444786000791687,baseline_16.txt,16-20,True,0.0,0.0,0.6666666666666667,-2.0,0.4,1.0,0.0,0.0,0.02540412956794723,0.02732919254658385,0.1425135381289103,0.0,0.0,2.0,1.0,0.1425135381289103
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,17,Delsey,1,2,3.0,0.3333333333333333,2,0.8,0,capacity_volume;comparison_ready_evidence;electronics_convenience;handle;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,9,0.47368421052631576,0.13756753495484775,0.18085106382978725,0.38271134200403417,222,BEIS > BEIS > Delsey > Travelpro > Delsey > Travelpro > INUSA > Monos,"[BEIS] [Delsey] [Travelpro]

For shoppers who want the cleanest apples-to-apples product-page specs, Delsey is the conservative tradeoff pick because it lists 44 L at 7.74 lbs, is slightly lighter than Travelpro, and still includes a TSA-accepted lock, double spinner wheels, dual compartments, compression straps, zippered pockets, and included laundry and shoe bags. [Delsey] Travelpro is close behind at 45 L and 8.1 lbs, and it adds stronger tech and mobility details such as USB A & C ports, a dedicated battery pocket, MagnaTrac spinner wheels, and a four-stop PowerScope Lite handle.",1.0,1.0,0.25,3.0,0.6,0.0,3.0,0.15789473684210525,0.02936754789074534,0.0,0.17078579027990345,baseline_16.txt,16-20,True,0.0,1.0,0.08333333333333331,-1.0,0.20000000000000007,0.0,6.0,0.3157894736842105,0.10819998706410242,0.18085106382978725,0.21192555172413072,0.0,1.0,1.0,0.0,0.21192555172413072
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,18,Delsey,1,3,6.0,0.16666666666666666,4,0.4,0,comparison_ready_evidence;electronics_convenience;packing_organization;sustainability,4,0.21052631578947367,0.044255970429393096,0.03333333333333333,0.33928979057710673,368,Travelpro > BEIS > Travelpro > INUSA > Travelpro > Delsey > Travelpro > Delsey > Delsey > Monos > BEIS,"[Delsey]

For tech-heavy travelers, Travelpro is the best match because it has external USB A & C ports with fast-charge capabilities and a dedicated external-access FAA-compliant battery pocket. [Delsey]

For style-focused travelers, Delsey and Monos are the strongest matches. [Delsey] Monos emphasizes award-winning design, vegan leather details, color-coordinated gaskets, reverse coil YKK zippers, and premium materials.",1.0,2.0,0.1111111111111111,5.0,0.2,0.0,3.0,0.15789473684210525,0.03079098675986277,0.11764705882352941,0.2442730924328119,baseline_16.txt,16-20,True,0.0,1.0,0.05555555555555555,-1.0,0.2,0.0,1.0,0.05263157894736842,0.013464983669530327,-0.08431372549019608,0.09501669814429484,0.0,1.0,1.0,0.0,0.09501669814429484
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,19,Delsey,1,1,1.0,1.0,1,1.0,1,comparison_ready_evidence;overhead_bin_or_airline_fit,2,0.10526315789473684,0.06954175052574937,0.1,0.33329431501743056,258,Delsey > BEIS > Travelpro > INUSA > Monos,"[Delsey]

I would not recommend BEIS for shoppers who want the most conservative carry-on size or the cleanest spec sheet.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.07883837603651127,0.19148936170212766,0.3137893250766565,baseline_16.txt,16-20,True,0.0,-1.0,0.75,-2.0,0.4,1.0,-3.0,-0.15789473684210525,-0.009296625510761894,-0.09148936170212765,0.019504989940774042,0.0,-1.0,2.0,1.0,0.019504989940774042
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,20,Delsey,1,1,2.0,0.5,2,0.8,0,capacity_volume;comparison_ready_evidence;dimensions;expansion;lock_security;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,12,0.631578947368421,0.06782550533557126,0.03571428571428571,0.32857136673127463,289,Travelpro > Delsey > BEIS > BEIS > INUSA > INUSA > Monos > Monos,"[Delsey]

BEIS gives many concrete details, including dimensions, material, 49-61 L capacity, 3.79KG weight, 360 degree wheels, TSA locks, expansion, compression, pouches, warranty, and airline-guideline caution.",1.0,2.0,0.5,2.0,0.8,0.0,12.0,0.631578947368421,0.07146740366620602,0.09230769230769231,0.42112209071974593,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00364189833063476,-0.0565934065934066,-0.0925507239884713,0.0,-1.0,0.0,0.0,-0.0925507239884713
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,6,Delsey,1,1,4.0,0.25,2,0.8,0,,0,0.0,0.09959786628025848,0.0,0.15325290658938504,202,BEIS > BEIS > BEIS > Delsey,[Delsey],1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3684210526315789,0.11261920708764243,0.12987012987012986,0.4823552380910305,baseline_6.txt,6-10,True,0.0,-1.0,-0.75,1.0,-0.19999999999999996,-1.0,-7.0,-0.3684210526315789,-0.013021340807383958,-0.12987012987012986,-0.3291023315016455,0.0,-1.0,-1.0,-1.0,-0.3291023315016455
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,154,Travelpro > Travelpro > Travelpro,,1.0,1.0,0.2,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.13167192344905673,baseline_6.txt,6-10,True,-1.0,-1.0,-0.2,4.0,-0.8,0.0,0.0,0.0,-0.041692950578616925,0.0,-0.13167192344905673,-1.0,-1.0,-4.0,0.0,-0.13167192344905673
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,8,Delsey,1,2,5.0,0.2,4,0.4,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.05837951044977358,0.03571428571428571,0.24475234319271164,215,INUSA > Monos > INUSA > Travelpro > Delsey > Monos > INUSA > Delsey > Travelpro,"[Travelpro] [Delsey] [Monos]
The INUSA page also does not provide the same detailed carry-on fit language or trip-length guidance that Delsey and Travelpro provide. [INUSA] [Delsey] [Travelpro]",1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.031093309727332097,0.0,0.13955199527879975,baseline_6.txt,6-10,True,0.0,1.0,-0.04999999999999999,1.0,-0.19999999999999996,0.0,2.0,0.10526315789473684,0.027286200722441485,0.03571428571428571,0.10520034791391189,0.0,1.0,-1.0,0.0,0.10520034791391189
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,9,Delsey,1,4,2.0,0.5,2,0.8,0,cleaning_care;comparison_ready_evidence;durability_protection;lock_security;material_shell;price_value;tradeoff_or_limitation,7,0.3684210526315789,0.07031182312429943,0.046296296296296294,0.4446910195956201,205,Travelpro > Delsey > Travelpro > Delsey > Monos > Travelpro > Delsey > INUSA > BEIS > Travelpro > Delsey,"[Travelpro] [Delsey]
Travelpro emphasizes rough-handling protection with an ultra-strong 100% polycarbonate shell that flexes upon impact to prevent cracking, aluminum corner guards/armor for high-impact areas, a TSA-approved lock, and a textured finish that helps reduce visible scuffs or scratching. [Delsey]
Monos also stands out for shell and zipper quality, with an unbreakable/aerospace-grade polycarbonate shell, integrated TSA-approved lock, and reverse-coil YKK zippers, but its provided page gives fewer rough-handling details than Travelpro or Delsey. [Monos] [Travelpro] [Delsey]
INUSA is the budget-oriented protection pick, with PC/ABS hard-flex construction, micro-diamond water/scratch-resistant finish, impact-resistant design, Travel Sentry-approved lock, and self-repairable oversized zippers. [BEIS] [Travelpro] [Delsey]",1.0,2.0,0.5,2.0,0.8,0.0,4.0,0.21052631578947367,0.05337814451651352,0.058823529411764705,0.32827108813962885,baseline_6.txt,6-10,True,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.15789473684210525,0.016933678607785906,-0.012527233115468411,0.11641993145599122,0.0,2.0,0.0,0.0,0.11641993145599122
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,10,Delsey,1,1,4.0,0.25,2,0.8,0,,0,0.0,0.04476290811443412,0.0,0.14228591495622014,155,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,[Delsey] [Travelpro],1.0,1.0,0.25,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.1416719234490567,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030699575358171943,0.0,0.0006139915071634305,0.0,0.0,0.0,0.0,0.0006139915071634305
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,151,Delsey > Travelpro > BEIS,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,2,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,133,Travelpro > Delsey > Monos,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,3,INUSA,1,1,4.0,0.25,4,0.4,0,,0,0.0,0.024086624113841222,0.0,0.13815065815610159,127,Travelpro > BEIS > Delsey > INUSA,[Delsey] [INUSA],0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-2.0,0.4,0.0,0.0,0.0,0.024086624113841222,0.0,0.13815065815610159,1.0,1.0,2.0,0.0,0.13815065815610159
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,4,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,128,BEIS > Delsey > Monos > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,5,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,178,Travelpro > Travelpro > Monos > Delsey,,1.0,1.0,0.16666666666666666,3.0,0.6,0.0,0.0,0.0,0.06163624144428317,0.0,0.12899391495552331,baseline_1.txt,1-5,True,-1.0,-1.0,-0.16666666666666666,3.0,-0.6,0.0,0.0,0.0,-0.06163624144428317,0.0,-0.12899391495552331,-1.0,-1.0,-3.0,0.0,-0.12899391495552331
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_11.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,11,15,11-15,11,INUSA,1,1,4.0,0.25,4,0.4,0,dimensions;handle;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight;wheels_mobility,6,0.3157894736842105,0.028894235298620213,0.02,0.20527007512989948,286,Monos > Travelpro > Delsey > INUSA > BEIS,"[INUSA]
BEIS provides exterior dimensions including wheel and handle and calls the bag carry-on-friendly, but it does not provide a specific airline-fit claim beyond recommending that shoppers follow airline guidelines and check weight limits, so stricter-airline shoppers should double-check both size and expanded depth before purchase.",1.0,1.0,0.14285714285714285,5.0,0.2,0.0,1.0,0.05263157894736842,0.0074656432847253745,0.0,0.12392420635118066,baseline_11.txt,11-15,True,0.0,0.0,0.10714285714285715,-1.0,0.2,0.0,5.0,0.2631578947368421,0.02142859201389484,0.02,0.08134586877871881,0.0,0.0,1.0,0.0,0.08134586877871881
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_11.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,11,15,11-15,12,INUSA,1,1,3.0,0.3333333333333333,3,0.6,0,cleaning_care;durability_protection;material_shell;tradeoff_or_limitation,4,0.21052631578947367,0.013269327334834416,0.0,0.1947591286248616,203,Travelpro > BEIS > INUSA > Delsey > Monos,"[INUSA]
Delsey gives some protective durability information, including a textured basketweave polycarbonate shell and shock-absorbing corner protectors that safeguard against wear and tear, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, or wipe-clean care.",1.0,2.0,0.3333333333333333,2.0,0.8,0.0,3.0,0.15789473684210525,0.034232664100114905,0.0,0.27175881352177733,baseline_11.txt,11-15,True,0.0,-1.0,0.0,1.0,-0.20000000000000007,0.0,1.0,0.05263157894736842,-0.02096333676528049,0.0,-0.07699968489691572,0.0,-1.0,-1.0,0.0,-0.07699968489691572
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_11.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,11,15,11-15,13,INUSA,1,1,7.0,0.14285714285714285,4,0.4,0,,0,0.0,0.024086624113841222,0.0,0.11672208672753014,176,Delsey > Delsey > Monos > BEIS > Delsey > BEIS > INUSA > Travelpro,[INUSA] [Travelpro],1.0,1.0,0.14285714285714285,5.0,0.2,0.0,2.0,0.10526315789473684,0.009702211171860082,0.0,0.13489783571808128,baseline_11.txt,11-15,True,0.0,0.0,0.0,-1.0,0.2,0.0,-2.0,-0.10526315789473684,0.01438441294198114,0.0,-0.018175748990551147,0.0,0.0,1.0,0.0,-0.018175748990551147
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_11.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,11,15,11-15,14,INUSA,1,2,5.0,0.2,5,0.2,0,electronics_convenience,1,0.05263157894736842,0.017853344125443035,0.0,0.22076365128122896,290,Travelpro > BEIS > Delsey > Monos > INUSA > Monos > BEIS > Travelpro > Delsey > INUSA,"[INUSA]
None of the provided product-page texts mentions dedicated tracking-device storage. [Monos] [BEIS] [Travelpro] [Delsey] [INUSA]",1.0,1.0,0.2,5.0,0.2,0.0,1.0,0.05263157894736842,0.007067250745618748,0.0,0.13527309927193076,baseline_11.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010786093379824287,0.0,0.0854905520092982,0.0,1.0,0.0,0.0,0.0854905520092982
