comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,citation_position_proxy_geo,citation_position_score_geo,citation_share_of_voice_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,brand_mentioned_geo,brand_mention_count_geo,first_mention_index,first_mention_score_geo,mention_share_of_voice_geo,mention_position_proxy_geo,mention_position_score_geo,average_mention_position_proxy_geo,top1_mentioned_flag,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,brand_context_sentiment_score_geo,brand_context_positive_hits_geo,brand_context_negative_hits_geo,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,brand_mentioned_baseline,brand_mention_count_baseline,mention_share_of_voice_baseline,citation_share_of_voice_baseline,first_mention_score_baseline,mention_position_proxy_baseline,mention_position_score_baseline,average_mention_position_proxy_baseline,citation_position_proxy_baseline,citation_position_score_baseline,brand_context_sentiment_score_baseline,brand_context_positive_hits_baseline,brand_context_negative_hits_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_baseline,delta_top1_cited_share,delta_pais
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,13,Delsey,1,4,1.0,1.0,1,1.0,0.4444444444444444,1,1.0,1,1,4,1.0,1.0,0.4444444444444444,1,1.0,1,1,comparison_ready_evidence;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.05172109505863902,0.023809523809523808,0.5165472265305248,-0.42857142857142855,2,5,201,Delsey > Delsey > Monos > BEIS > Delsey > BEIS > Travelpro > INUSA > Delsey,"[Delsey]
However, the Delsey evidence is still incomplete because the provided text does not say which parts are recycled, the percentage of recycled content, or any certification. [Delsey]
Monos, BEIS, and Delsey mention vegan leather details or trim, which is a concrete responsible-material detail if the shopper cares about animal-free materials, but the provided text does not connect those details to environmental sustainability. [Monos] [BEIS] [Delsey]
BEIS emphasizes durability rather than sustainability by saying its body is 100% virgin polycarbonate and that virgin materials guarantee higher durability. [Delsey]","Delsey provides the most concrete sustainability-related claim because “Made with Recycled Materials” appears in its feature list, and the suitcase also has durability support from a 100% polycarbonate shell, a zipper described as 3 times more resistant than a standard zipper, shock-absorbing corner protectors, and quality testing language. However, the Delsey evidence is still incomplete because the provided text does not say which parts are recycled, the percentage of recycled content, or any certification. Monos, BEIS, and Delsey mention vegan leather details or trim, which is a concrete responsible-material detail if the shopper cares about animal-free materials, but the provided text does not connect those details to environmental sustainability. For a shopper who wants sustainability plus durability based only on these pages, Delsey is the best-supported option, but the sustainability evidence is not strong enough to treat it as fully verified without checking recycled-material specifics.",1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.21052631578947367,0.0593391012157148,0.04477611940298507,0.5106895013114855,1.0,3.0,0.3333333333333333,0.375,1.0,1.0,1.0,1.0,1.0,1.0,-0.1111111111111111,4.0,5.0,baseline_11.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,-0.0076180061570757795,-0.020966595593461264,0.005857725219039267,0.0,1.0,0.1111111111111111,0.06944444444444442,0.0,0.0,0.0,0.0,0.0,0.0,-0.31746031746031744,-2.0,0.0,0.0,1.0,0.0,0.0,0.005857725219039267
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,14,Delsey,1,2,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.2,3,0.6,3,0,electronics_convenience;packing_organization;tradeoff_or_limitation;weight,4,0.21052631578947367,0.04238737169330251,0.02631578947368421,0.28786343925094127,0.0,2,2,259,Travelpro > BEIS > Delsey > Monos > INUSA > Monos > BEIS > Travelpro > Delsey > INUSA,"[Delsey]
Monos provides useful organization with a zipped panel, compression pad, ballistic nylon straps, and pockets, but the provided text does not mention charging, a bag strap, a weight indicator, or tracking-device storage. [Monos] [BEIS] [Travelpro] [Delsey] [INUSA]","Delsey is also convenient because it includes a USB port, removable pouch, laundry and shoe bags, mesh zippered pockets, compression straps, TSA lock, double-spinner wheels, and soft-grip handles, but the provided text does not mention a dedicated battery pocket or weight indicator.",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,4.0,0.21052631578947367,0.03167932239060004,0.029411764705882353,0.2028528923418971,1.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,0.2,3.0,2.0,baseline_11.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010708049302702471,-0.0030959752321981435,0.08501054690904417,0.0,0.0,0.05714285714285716,0.05714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-1.0,0.0,0.0,1.0,0.0,0.0,0.08501054690904417
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,15,Delsey,1,2,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.2,2,0.8,2,0,capacity_volume;cleaning_care;comparison_ready_evidence;dimensions;expansion;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,11,0.5789473684210527,0.05643857047281518,0.019230769230769232,0.3966284698300556,0.23076923076923078,8,5,277,Travelpro > Delsey > BEIS > INUSA > Monos > Travelpro > Delsey > BEIS > INUSA > Monos,"[Delsey]
BEIS provides useful specifications and feature detail, including exterior and interior dimensions, materials, care instructions, capacity, weight, expansion, weight indicator, bag strap, pouches, and warranty mention, but shoppers should double-check airline fit and the capacity wording because one part says 49-61 L while another says 49-61LBS. [Travelpro] [Delsey] [BEIS] [INUSA] [Monos]","Delsey also provides strong information because it includes exterior and interior dimensions, weight, volume, material, airline-fit cautions, included bags, USB details, warranty information, and durability testing language. Before purchase, shoppers should double-check the exact airline size and weight limits for their most common airlines, especially for Travelpro when expanded, Delsey because it is the larger Carry-On Plus, BEIS because it expands and does not provide sizer-bin language, INUSA because the listed dimensions exclude wheels, and Monos because the provided text lacks exact measurements.",1.0,3.0,0.3333333333333333,3.0,0.6,0.0,12.0,0.631578947368421,0.06903048317658154,0.07692307692307693,0.4683270143141287,1.0,4.0,0.26666666666666666,0.25,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,0.18181818181818182,13.0,9.0,baseline_11.txt,11-15,True,0.0,-1.0,0.16666666666666669,-1.0,0.20000000000000007,0.0,-1.0,-0.05263157894736836,-0.012591912703766361,-0.057692307692307696,-0.07169854448407309,0.0,-2.0,-0.06666666666666665,-0.04999999999999999,0.16666666666666669,-1.0,0.20000000000000007,-1.0,-1.0,0.20000000000000007,0.04895104895104896,-5.0,-4.0,0.0,-1.0,1.0,0.0,-0.07169854448407309
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,16,Delsey,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,3,1.0,1.0,0.3333333333333333,1,1.0,1,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.11679026497523223,0.11428571428571428,0.386992138208079,0.2,3,2,267,Delsey > Travelpro > BEIS > BEIS > INUSA > INUSA > Monos,"[Delsey] Travelpro is marketed as a Carry-On Expandable Hardside Spinner, uses a 100% polycarbonate hard shell, has MagnaTrac self-aligning spinner wheels, includes a built-in TSA-approved lock, and lists 45 L of volume.","The products that most clearly meet the strict checklist are Delsey and Travelpro. Delsey is marketed as a Carry-On Plus Spinner, has a lightweight 100% polycarbonate hard shell, double spinner wheels, an integrated TSA-accepted lock, and 44 L of volume. I would still be cautious because the page also tells shoppers to check airline weight-limit restrictions, and one exterior bullet states “Capacity 49-61LBS,” which makes that capacity line less clean than the Delsey and Travelpro spec tables.",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,6.0,0.3157894736842105,0.091386135407285,0.08695652173913043,0.2444786000791687,1.0,2.0,0.25,0.2,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,-0.3333333333333333,1.0,2.0,baseline_16.txt,16-20,True,0.0,0.0,0.6666666666666667,-2.0,0.4,1.0,0.0,0.0,0.02540412956794723,0.02732919254658385,0.1425135381289103,0.0,1.0,0.08333333333333331,-0.05714285714285716,0.6666666666666667,-2.0,0.4,-2.0,-2.0,0.4,0.5333333333333333,2.0,0.0,0.0,0.0,2.0,1.0,0.1425135381289103
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,17,Delsey,1,2,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,2,3.0,0.3333333333333333,0.2222222222222222,2,0.8,2,0,capacity_volume;comparison_ready_evidence;electronics_convenience;handle;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,9,0.47368421052631576,0.13756753495484775,0.18085106382978725,0.38271134200403417,-0.3333333333333333,1,2,222,BEIS > BEIS > Delsey > Travelpro > Delsey > Travelpro > INUSA > Monos,"[BEIS] [Delsey] [Travelpro]

For shoppers who want the cleanest apples-to-apples product-page specs, Delsey is the conservative tradeoff pick because it lists 44 L at 7.74 lbs, is slightly lighter than Travelpro, and still includes a TSA-accepted lock, double spinner wheels, dual compartments, compression straps, zippered pockets, and included laundry and shoe bags. [Delsey] Travelpro is close behind at 45 L and 8.1 lbs, and it adds stronger tech and mobility details such as USB A & C ports, a dedicated battery pocket, MagnaTrac spinner wheels, and a four-stop PowerScope Lite handle.","Using the stated capacity and weight, that works out to roughly 5.9-7.3 L per pound after unit conversion, which is stronger than Delsey’s 44 L at 7.74 lbs and Travelpro’s 45 L at 8.1 lbs. For shoppers who want the cleanest apples-to-apples product-page specs, Delsey is the conservative tradeoff pick because it lists 44 L at 7.74 lbs, is slightly lighter than Travelpro, and still includes a TSA-accepted lock, double spinner wheels, dual compartments, compression straps, zippered pockets, and included laundry and shoe bags.",1.0,1.0,0.25,3.0,0.6,0.0,3.0,0.15789473684210525,0.02936754789074534,0.0,0.17078579027990345,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,3.0,0.6,3.0,4.0,0.4,-0.5,1.0,3.0,baseline_16.txt,16-20,True,0.0,1.0,0.08333333333333331,-1.0,0.20000000000000007,0.0,6.0,0.3157894736842105,0.10819998706410242,0.18085106382978725,0.21192555172413072,0.0,1.0,0.05555555555555555,0.08333333333333334,0.08333333333333331,-1.0,0.20000000000000007,-1.0,-1.0,0.19999999999999996,0.16666666666666669,0.0,-1.0,0.0,1.0,1.0,0.0,0.21192555172413072
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,18,Delsey,1,3,6.0,0.16666666666666666,6,0.0,0.2727272727272727,4,0.4,0,1,4,6.0,0.16666666666666666,0.3076923076923077,4,0.4,4,0,comparison_ready_evidence;electronics_convenience;packing_organization;sustainability,4,0.21052631578947367,0.044255970429393096,0.03333333333333333,0.33928979057710673,0.14285714285714285,4,3,368,Travelpro > BEIS > Travelpro > INUSA > Travelpro > Delsey > Travelpro > Delsey > Delsey > Monos > BEIS,"[Delsey]

For tech-heavy travelers, Travelpro is the best match because it has external USB A & C ports with fast-charge capabilities and a dedicated external-access FAA-compliant battery pocket. [Delsey]

For style-focused travelers, Delsey and Monos are the strongest matches. [Delsey] Monos emphasizes award-winning design, vegan leather details, color-coordinated gaskets, reverse coil YKK zippers, and premium materials.","Delsey is also a good frequent-flyer option for 3-5 day domestic trips because it lists 44 L volume, dual-density double spinner wheels, a TSA-accepted lock, a USB port, and a 10-year limited warranty. Delsey is a secondary tech option because it includes a USB port, though the page gives fewer charging details and says the power bank is not included. For style-focused travelers, Delsey and Monos are the strongest matches. Delsey emphasizes a textured basketweave polycarbonate shell, vegan leather trim, corner protectors, and a refined iconic look.",1.0,2.0,0.1111111111111111,5.0,0.2,0.0,3.0,0.15789473684210525,0.03079098675986277,0.11764705882352941,0.2442730924328119,1.0,2.0,0.3333333333333333,0.2,0.2,5.0,0.2,5.0,9.0,0.0,0.3333333333333333,2.0,1.0,baseline_16.txt,16-20,True,0.0,1.0,0.05555555555555555,-1.0,0.2,0.0,1.0,0.05263157894736842,0.013464983669530327,-0.08431372549019608,0.09501669814429484,0.0,2.0,-0.025641025641025605,0.0727272727272727,-0.033333333333333354,-1.0,0.2,-1.0,-3.0,0.0,-0.19047619047619047,2.0,2.0,0.0,1.0,1.0,0.0,0.09501669814429484
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,19,Delsey,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.2,1,1.0,1,1,comparison_ready_evidence;overhead_bin_or_airline_fit,2,0.10526315789473684,0.06954175052574937,0.1,0.33329431501743056,0.0,2,2,258,Delsey > BEIS > Travelpro > INUSA > Monos,"[Delsey]

I would not recommend BEIS for shoppers who want the most conservative carry-on size or the cleanest spec sheet.",I would not recommend Delsey for shoppers who need the safest choice for international or very strict carry-on sizing.,1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.07883837603651127,0.19148936170212766,0.3137893250766565,1.0,1.0,0.2,0.2222222222222222,0.3333333333333333,3.0,0.6,3.0,4.0,0.4,0.3333333333333333,4.0,2.0,baseline_16.txt,16-20,True,0.0,-1.0,0.75,-2.0,0.4,1.0,-3.0,-0.15789473684210525,-0.009296625510761894,-0.09148936170212765,0.019504989940774042,0.0,0.0,0.0,-0.0222222222222222,0.6666666666666667,-2.0,0.4,-2.0,-3.0,0.6,-0.3333333333333333,-2.0,0.0,0.0,-1.0,2.0,1.0,0.019504989940774042
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,16,20,16-20,20,Delsey,1,1,2.0,0.5,2,0.8,0.125,2,0.8,0,1,1,2.0,0.5,0.2,2,0.8,2,0,capacity_volume;comparison_ready_evidence;dimensions;expansion;lock_security;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,12,0.631578947368421,0.06782550533557126,0.03571428571428571,0.32857136673127463,0.5,3,1,289,Travelpro > Delsey > BEIS > BEIS > INUSA > INUSA > Monos > Monos,"[Delsey]

BEIS gives many concrete details, including dimensions, material, 49-61 L capacity, 3.79KG weight, 360 degree wheels, TSA locks, expansion, compression, pouches, warranty, and airline-guideline caution.",Delsey is also very easy to compare.,1.0,2.0,0.5,2.0,0.8,0.0,12.0,0.631578947368421,0.07146740366620602,0.09230769230769231,0.42112209071974593,1.0,1.0,0.2,0.25,0.5,2.0,0.8,2.0,2.0,0.8,0.5,3.0,1.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00364189833063476,-0.0565934065934066,-0.0925507239884713,0.0,0.0,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.0925507239884713
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,6,Delsey,1,1,4.0,0.25,4,0.4,0.25,2,0.8,0,1,1,3.0,0.3333333333333333,0.3333333333333333,2,0.8,2,0,,0,0.0,0.09959786628025848,0.0,0.15325290658938504,1.0,2,0,202,BEIS > BEIS > BEIS > Delsey,[Delsey],"If you want the clearest 3–5 day carry-on-size claim rather than the most overpacker-friendly capacity, Delsey is the safer product-page match: its Carry-On Plus is listed as ideal for 3–5 day trips, holds 5–7 outfits, offers 44 L, and is sized for the overhead compartment of most domestic airlines, with the reminder that airline size and weight restrictions vary.",1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3684210526315789,0.11261920708764243,0.12987012987012986,0.4823552380910305,1.0,3.0,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,7.0,6.0,baseline_6.txt,6-10,True,0.0,-1.0,-0.75,1.0,-0.19999999999999996,-1.0,-7.0,-0.3684210526315789,-0.013021340807383958,-0.12987012987012986,-0.3291023315016455,0.0,-2.0,-0.4166666666666667,-0.41666666666666663,-0.6666666666666667,1.0,-0.19999999999999996,1.0,3.0,-0.6,0.9230769230769231,-5.0,-6.0,0.0,-1.0,-1.0,-1.0,-0.3291023315016455
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,154,Travelpro > Travelpro > Travelpro,,,1.0,1.0,0.2,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.13167192344905673,1.0,1.0,0.25,0.16666666666666666,0.3333333333333333,2.0,0.8,2.0,5.0,0.2,1.0,3.0,0.0,baseline_6.txt,6-10,True,-1.0,-1.0,-0.2,4.0,-0.8,0.0,0.0,0.0,-0.041692950578616925,0.0,-0.13167192344905673,-1.0,-1.0,-0.25,-0.16666666666666666,-0.3333333333333333,4.0,-0.8,4.0,1.0,-0.2,-1.0,-3.0,0.0,-1.0,-1.0,-4.0,0.0,-0.13167192344905673
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,8,Delsey,1,2,5.0,0.2,5,0.2,0.2222222222222222,4,0.4,0,1,2,8.0,0.125,0.16666666666666666,4,0.4,4,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.05837951044977358,0.03571428571428571,0.24475234319271164,0.2,6,4,215,INUSA > Monos > INUSA > Travelpro > Delsey > Monos > INUSA > Delsey > Travelpro,"[Travelpro] [Delsey] [Monos]
The INUSA page also does not provide the same detailed carry-on fit language or trip-length guidance that Delsey and Travelpro provide. [INUSA] [Delsey] [Travelpro]","Compared with higher-priced options, you may give up some premium or specialized features that the INUSA page does not list, such as Travelpro’s external USB A and C ports, FAA-compliant external battery pocket, water-resistant pocket, aluminum corner guards, and 100-day trial, Delsey’s SECURITECH zipper, shock-absorbing corner protectors, laundry and shoe bags, USB port, and antimicrobial lining, or Monos’s limited lifetime warranty and 100-day trial. The INUSA page also does not provide the same detailed carry-on fit language or trip-length guidance that Delsey and Travelpro provide.",1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.031093309727332097,0.0,0.13955199527879975,1.0,1.0,0.16666666666666666,0.2,0.2,3.0,0.6,3.0,4.0,0.4,1.0,3.0,0.0,baseline_6.txt,6-10,True,0.0,1.0,-0.04999999999999999,1.0,-0.19999999999999996,0.0,2.0,0.10526315789473684,0.027286200722441485,0.03571428571428571,0.10520034791391189,0.0,1.0,0.0,0.0222222222222222,-0.07500000000000001,1.0,-0.19999999999999996,1.0,1.0,-0.2,-0.8,3.0,4.0,0.0,1.0,-1.0,0.0,0.10520034791391189
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,9,Delsey,1,4,2.0,0.5,2,0.8,0.36363636363636365,2,0.8,0,1,4,2.0,0.5,0.36363636363636365,2,0.8,2,0,cleaning_care;comparison_ready_evidence;durability_protection;lock_security;material_shell;price_value;tradeoff_or_limitation,7,0.3684210526315789,0.07031182312429943,0.046296296296296294,0.4446910195956201,0.8181818181818182,10,1,205,Travelpro > Delsey > Travelpro > Delsey > Monos > Travelpro > Delsey > INUSA > BEIS > Travelpro > Delsey,"[Travelpro] [Delsey]
Travelpro emphasizes rough-handling protection with an ultra-strong 100% polycarbonate shell that flexes upon impact to prevent cracking, aluminum corner guards/armor for high-impact areas, a TSA-approved lock, and a textured finish that helps reduce visible scuffs or scratching. [Delsey]
Monos also stands out for shell and zipper quality, with an unbreakable/aerospace-grade polycarbonate shell, integrated TSA-approved lock, and reverse-coil YKK zippers, but its provided page gives fewer rough-handling details than Travelpro or Delsey. [Monos] [Travelpro] [Delsey]
INUSA is the budget-oriented protection pick, with PC/ABS hard-flex construction, micro-diamond water/scratch-resistant finish, impact-resistant design, Travel Sentry-approved lock, and self-repairable oversized zippers. [BEIS] [Travelpro] [Delsey]","Travelpro and Delsey stand out most for protection details beyond a basic hard shell. Delsey emphasizes zipper and corner security with a 100% polycarbonate shell, shock-absorbing corner protectors, an integrated TSA-accepted lock, and the patented SECURITECH zipper described as three times more resistant than a standard zipper. Monos also stands out for shell and zipper quality, with an unbreakable/aerospace-grade polycarbonate shell, integrated TSA-approved lock, and reverse-coil YKK zippers, but its provided page gives fewer rough-handling details than Travelpro or Delsey. BÉIS adds useful protection details through 100% virgin polycarbonate, TSA locks, and water-resistant zipper tape, but its provided page is less specific than Travelpro or Delsey about corner protection or enhanced zipper resistance.",1.0,2.0,0.5,2.0,0.8,0.0,4.0,0.21052631578947367,0.05337814451651352,0.058823529411764705,0.32827108813962885,1.0,2.0,0.2,0.2,0.5,2.0,0.8,2.0,2.0,0.8,1.0,7.0,0.0,baseline_6.txt,6-10,True,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.15789473684210525,0.016933678607785906,-0.012527233115468411,0.11641993145599122,0.0,2.0,0.16363636363636364,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,-0.18181818181818177,3.0,1.0,0.0,2.0,0.0,0.0,0.11641993145599122
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,6,10,6-10,10,Delsey,1,1,4.0,0.25,4,0.4,0.2,2,0.8,0,1,1,2.0,0.5,0.3333333333333333,2,0.8,2,0,,0,0.0,0.04476290811443412,0.0,0.14228591495622014,0.0,1,1,155,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,[Delsey] [Travelpro],"Delsey is a strong secondary option because it has a USB port, dual compartments, compression straps, a zippered divider, mesh pockets, laundry and shoe bags, and Dual Density double-spinner wheels, but its product page does not mention the same external battery pocket or fast-charge USB A and C setup that Travelpro lists.",1.0,1.0,0.25,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.1416719234490567,1.0,1.0,0.3333333333333333,0.2,0.5,2.0,0.8,2.0,4.0,0.4,1.0,1.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030699575358171943,0.0,0.0006139915071634305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0006139915071634305
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,inusa_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,one_product_geo_rewrite,INUSA,geo_rewrite_2023_2024,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,151,Delsey > Travelpro > BEIS,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
